Sex,Age,Height,Weight,Team,Sport,Event,Medal
0,26.0,176.0,63.0,111,3,96,0
1,33.0,186.0,77.0,446,17,249,1
1,23.0,170.0,54.0,286,10,137,0
1,24.0,180.0,84.0,395,0,4,0
0,39.0,165.0,58.0,141,18,258,1
1,22.0,175.0,73.0,83,1,11,0
0,38.0,177.0,72.0,73,13,194,1
0,28.0,172.0,72.0,27,0,6,0
0,24.0,179.0,74.0,24,33,348,1
1,27.0,177.0,69.0,230,26,305,0
1,29.0,170.0,61.0,91,14,210,0
1,26.0,181.0,73.0,376,14,210,1
1,23.0,171.0,56.0,189,19,261,0
1,29.0,170.0,57.0,195,55,545,1
1,23.0,182.0,83.0,457,11,144,1
0,23.0,184.0,72.0,336,11,166,0
1,21.0,174.0,71.0,122,22,287,1
1,23.0,183.0,92.0,143,36,368,0
1,32.0,183.0,66.0,141,3,34,0
0,17.0,165.0,59.0,65,44,486,0
0,26.0,163.0,57.0,200,15,230,0
0,23.0,169.0,56.0,200,45,491,0
1,24.0,183.0,77.0,44,24,298,0
1,24.0,160.0,64.0,354,10,136,0
0,24.0,181.0,69.0,143,11,166,0
0,23.0,178.0,84.0,446,28,321,1
1,22.0,186.0,80.0,156,12,171,0
0,21.0,185.0,74.0,156,44,482,0
0,17.0,164.0,53.0,105,22,289,0
1,31.0,164.0,60.0,205,17,247,0
1,23.0,188.0,82.0,156,39,414,0
1,23.0,188.0,72.0,310,3,42,0
0,23.0,162.0,52.0,14,24,299,1
1,22.0,187.0,87.0,376,44,450,1
0,19.0,161.0,67.0,205,42,432,1
0,23.0,162.0,64.0,205,1,13,1
1,27.0,186.0,100.0,199,26,303,1
1,21.0,183.0,76.0,392,36,368,1
1,24.0,175.0,60.0,420,17,247,0
1,21.0,150.0,54.0,83,54,524,1
1,30.0,182.0,75.0,162,3,41,0
0,22.0,161.0,56.0,310,22,292,0
1,25.0,194.0,90.0,380,44,460,0
0,27.0,163.0,57.0,14,24,299,1
0,20.0,172.0,62.0,446,11,169,1
1,25.0,193.0,82.0,82,6,108,0
1,17.0,165.0,48.0,416,10,133,1
1,27.0,160.0,55.0,327,55,547,0
1,24.0,196.0,90.0,392,23,296,1
0,18.0,160.0,58.0,286,38,410,0
0,25.0,170.0,64.0,313,3,99,0
0,22.0,179.0,61.0,24,44,482,1
0,26.0,172.0,59.0,372,4,105,1
0,19.0,165.0,56.0,271,43,441,0
0,20.0,165.0,54.0,73,3,84,1
1,27.0,175.0,71.0,429,26,307,1
0,29.0,178.0,68.0,156,4,105,0
1,23.0,188.0,80.0,24,44,449,1
0,21.0,181.0,73.0,25,7,111,1
1,30.0,180.0,80.0,143,14,201,0
1,47.0,165.0,60.0,205,16,241,0
1,32.0,180.0,80.0,392,36,371,0
1,26.0,153.0,57.0,185,54,522,0
1,36.0,184.0,66.0,141,40,418,0
0,31.0,176.0,63.0,336,23,297,1
1,30.0,188.0,79.0,162,29,322,0
1,22.0,175.0,71.0,56,19,261,1
0,19.0,165.0,53.0,73,43,444,1
1,40.0,173.0,73.0,429,37,388,1
0,19.0,171.0,58.0,336,44,472,1
1,35.0,170.0,60.0,200,36,359,0
0,17.0,161.0,61.0,205,44,486,0
1,25.0,177.0,68.0,310,37,395,0
0,21.0,174.0,62.0,122,3,84,1
1,28.0,194.0,92.0,24,44,461,1
1,23.0,171.0,62.0,205,3,74,1
0,24.0,164.0,56.0,162,14,222,1
0,25.0,164.0,65.0,27,0,6,0
0,25.0,175.0,65.0,83,4,106,1
1,27.0,190.0,77.0,392,19,261,0
0,14.0,157.0,50.0,11,44,476,0
1,23.0,176.0,75.0,376,22,284,0
1,30.0,181.0,73.0,185,29,322,1
0,14.0,165.0,55.0,257,26,315,0
1,24.0,187.0,82.0,143,11,158,1
1,20.0,178.0,71.0,56,19,261,1
1,32.0,188.0,79.0,429,16,243,0
0,17.0,161.0,45.0,83,32,332,0
1,22.0,160.0,54.0,91,22,279,0
1,34.0,188.0,85.0,189,37,380,1
1,19.0,170.0,73.0,429,15,228,1
0,26.0,164.0,60.0,363,44,477,0
1,28.0,184.0,78.0,212,12,172,0
0,20.0,171.0,58.0,392,44,478,0
0,19.0,165.0,57.0,230,0,7,0
1,29.0,186.0,79.0,221,8,112,0
1,24.0,192.0,85.0,205,52,517,0
0,28.0,173.0,60.0,41,3,80,0
0,25.0,160.0,54.0,429,12,181,0
1,41.0,180.0,77.0,407,36,368,1
0,31.0,166.0,60.0,380,23,297,0
0,21.0,166.0,58.0,111,33,346,0
1,24.0,170.0,62.0,156,22,285,0
1,25.0,175.0,78.0,62,3,41,0
1,31.0,169.0,66.0,363,55,563,0
0,14.0,157.0,45.0,310,22,289,0
1,26.0,170.0,63.0,175,14,196,0
0,23.0,174.0,68.0,83,42,432,1
1,31.0,162.0,64.0,429,43,436,1
0,25.0,176.0,70.0,376,52,518,1
1,24.0,182.0,65.0,271,38,407,0
1,24.0,178.0,90.0,429,28,318,0
1,26.0,168.0,57.0,420,22,279,0
1,21.0,179.0,74.0,56,19,261,1
1,26.0,200.0,93.0,271,33,333,1
1,48.0,178.0,88.0,24,11,148,0
0,20.0,167.0,60.0,371,52,518,1
1,26.0,190.0,97.0,392,36,356,0
0,27.0,172.0,66.0,56,19,262,1
1,28.0,179.0,69.0,143,12,170,0
1,25.0,183.0,79.0,24,11,158,0
1,24.0,181.0,79.0,126,23,296,0
0,30.0,170.0,65.0,73,38,410,1
0,16.0,152.0,41.0,83,22,289,0
1,32.0,188.0,89.0,123,9,125,1
1,26.0,185.0,88.0,392,11,157,1
1,20.0,182.0,78.0,141,14,206,0
1,27.0,177.0,73.0,24,3,31,0
1,24.0,180.0,76.0,73,12,178,0
1,32.0,183.0,82.5,141,33,338,1
0,24.0,165.0,52.0,377,18,257,1
1,22.0,197.0,87.0,122,33,333,1
1,28.0,176.0,82.0,310,55,559,1
0,26.0,163.0,60.0,327,17,251,1
0,24.0,165.0,53.0,102,37,400,1
1,25.0,198.0,97.0,73,44,452,0
0,20.0,165.0,61.0,73,43,441,0
1,23.0,165.0,59.0,205,18,256,1
1,24.0,182.0,90.0,156,3,54,1
1,19.0,164.0,66.0,189,24,298,0
1,27.0,176.0,60.0,395,14,206,0
0,33.0,168.0,57.0,336,3,85,1
1,21.0,187.0,64.0,429,3,42,1
1,28.0,183.0,79.0,336,25,300,1
0,25.0,184.0,78.0,98,23,297,0
1,22.0,165.0,60.0,87,22,278,0
1,23.0,175.0,70.0,122,8,112,1
0,20.0,178.0,70.0,11,23,297,0
1,23.0,181.0,81.0,376,6,108,1
1,21.0,165.0,62.0,429,22,287,1
1,28.0,182.0,74.0,65,17,246,0
0,24.0,180.0,79.0,429,25,301,1
1,30.0,193.0,91.0,395,8,113,0
1,21.0,164.0,60.0,395,14,209,0
1,24.0,175.0,79.0,429,11,144,0
0,22.0,179.0,70.0,429,48,511,0
1,24.0,175.0,63.0,205,31,326,1
1,20.0,196.0,91.0,122,33,342,1
1,23.0,179.0,87.0,27,0,1,1
1,41.0,177.0,92.0,200,37,398,1
1,26.0,174.0,88.0,24,14,211,1
0,31.0,166.0,63.0,336,3,78,0
1,26.0,178.0,67.0,65,19,261,1
1,26.0,178.0,92.0,371,5,107,1
1,25.0,175.0,65.0,156,14,196,1
1,24.0,177.0,75.0,200,53,519,0
0,16.0,165.0,60.0,83,38,410,0
0,27.0,173.0,59.0,310,12,186,1
1,22.0,192.0,101.0,327,3,60,1
1,19.0,184.0,82.0,376,43,436,0
0,26.0,178.0,72.0,24,36,373,0
0,16.0,167.0,55.0,91,15,230,0
1,27.0,168.0,59.0,197,3,25,0
0,20.0,164.0,75.0,72,54,537,0
0,14.0,156.0,44.0,327,22,290,0
1,26.0,182.0,83.0,24,24,298,1
0,30.0,170.0,62.0,24,44,487,0
1,26.0,182.0,73.0,24,24,298,1
1,29.0,183.0,85.0,310,43,434,1
0,21.0,188.0,79.0,429,42,432,1
1,21.0,184.0,88.0,156,36,366,1
1,30.0,182.0,88.0,98,0,4,0
1,30.0,175.0,72.0,376,12,175,1
1,33.0,178.0,70.0,24,33,340,1
1,19.0,173.0,69.0,56,14,210,0
1,25.0,182.0,75.0,423,8,116,1
1,22.0,185.0,89.0,376,25,300,1
0,34.0,167.0,60.0,200,53,520,1
0,30.0,167.0,73.0,429,25,301,1
0,21.0,140.0,34.0,205,22,291,0
1,27.0,178.0,65.0,446,3,34,0
1,27.0,173.0,70.0,189,24,298,1
1,32.0,171.0,70.0,234,22,276,0
1,26.0,183.0,69.0,102,14,203,0
0,18.0,164.0,57.0,371,24,299,1
1,23.0,178.0,74.0,27,29,322,0
1,23.0,188.0,81.0,200,14,196,1
0,14.0,154.0,38.0,205,22,291,0
1,20.0,179.0,79.0,185,11,159,1
0,32.0,178.0,67.0,212,12,186,0
1,23.0,183.0,91.0,429,37,383,0
0,25.0,158.0,50.0,212,12,191,0
0,20.0,163.0,58.0,365,12,191,0
0,25.0,173.0,59.0,200,39,415,0
0,23.0,177.0,67.0,457,23,297,1
0,15.0,169.0,61.0,73,44,476,0
0,25.0,168.0,62.0,376,3,84,1
1,30.0,168.0,64.0,205,29,322,0
0,25.0,150.0,54.0,278,24,299,0
1,32.0,177.0,74.0,212,17,246,0
1,22.0,175.0,72.0,180,19,261,0
1,20.0,177.0,90.0,65,54,530,1
1,21.0,172.0,65.0,380,12,170,0
1,21.0,178.0,75.0,376,25,300,1
1,23.0,174.0,67.0,287,31,330,1
1,23.0,191.0,82.0,423,53,519,1
1,29.0,172.0,67.0,143,17,247,0
1,20.0,177.0,70.0,347,44,466,0
1,24.0,187.0,79.0,446,17,245,1
1,27.0,170.0,70.0,162,8,116,0
0,26.0,172.0,62.0,166,36,376,1
1,26.0,173.0,60.0,429,55,555,1
1,32.0,178.0,73.0,200,17,244,1
0,26.0,180.0,70.0,14,33,352,0
1,20.0,164.0,50.0,143,14,203,1
1,22.0,177.0,70.0,254,44,447,0
0,27.0,175.0,72.0,73,25,301,1
0,24.0,176.0,69.0,24,44,475,1
0,29.0,160.0,48.0,199,3,97,0
1,25.0,178.0,69.0,420,36,359,1
0,25.0,161.0,53.0,205,24,299,0
1,27.0,172.0,89.0,162,54,530,0
0,27.0,170.0,58.0,336,17,255,1
0,32.0,170.0,92.0,212,3,100,0
1,32.0,176.0,65.0,122,17,248,0
1,23.0,180.0,78.0,156,24,298,1
0,26.0,157.0,48.0,432,18,257,0
0,29.0,170.0,77.0,433,9,128,1
1,24.0,205.0,104.0,231,6,108,1
1,31.0,183.0,92.0,371,5,107,1
1,18.0,172.0,51.0,429,10,131,1
1,20.0,182.0,75.0,14,10,138,0
0,25.0,176.0,62.0,429,3,87,1
1,20.0,178.0,70.0,429,3,26,1
0,18.0,160.0,58.0,286,38,412,0
0,20.0,166.0,56.0,376,22,290,0
1,30.0,184.0,81.0,65,0,3,0
1,19.0,192.0,92.0,83,33,334,0
0,15.0,153.0,43.0,429,22,293,1
1,29.0,176.0,86.0,446,24,298,0
1,30.0,200.0,101.0,429,6,108,1
0,18.0,160.0,47.0,65,22,295,0
0,30.0,166.0,56.0,212,37,403,0
0,20.0,155.0,50.0,126,22,292,0
1,23.0,187.0,95.0,212,11,157,0
1,34.0,197.0,94.0,200,52,517,1
1,30.0,173.0,68.0,234,22,284,0
1,21.0,185.0,75.0,439,44,462,0
1,23.0,177.0,76.0,310,19,261,1
0,26.0,175.0,58.0,41,3,75,0
1,24.0,174.0,57.0,122,10,137,1
1,34.0,188.0,96.0,200,33,342,1
1,29.0,200.0,106.0,352,53,519,1
1,25.0,177.0,80.0,156,33,333,1
0,25.0,173.0,70.0,429,37,405,0
1,32.0,173.0,66.0,327,14,206,0
1,35.0,177.0,70.0,205,36,361,0
1,27.0,176.0,84.0,336,25,300,1
1,23.0,170.0,69.0,185,19,261,1
1,30.0,179.0,76.0,55,3,41,0
1,21.0,185.0,78.0,417,44,469,0
0,24.0,165.0,59.0,200,0,8,0
0,25.0,162.0,51.0,429,15,229,1
1,28.0,190.0,83.0,310,36,358,0
0,18.0,170.0,52.0,429,44,483,1
0,19.0,164.0,63.0,205,44,485,0
1,27.0,178.0,71.0,201,18,257,1
0,19.0,146.0,38.0,143,22,295,0
0,26.0,168.0,56.0,429,3,85,1
1,25.0,164.0,65.0,212,55,543,0
0,21.0,167.0,61.0,429,44,483,1
1,24.0,188.0,81.0,156,11,158,1
1,26.0,165.0,56.0,135,3,25,1
1,25.0,185.0,83.0,429,44,460,1
0,25.0,165.0,55.0,217,37,400,0
1,28.0,173.0,84.0,122,37,393,1
1,26.0,190.0,150.0,87,54,532,0
1,26.0,176.0,70.0,141,12,175,0
1,21.0,178.0,78.0,310,19,261,1
1,25.0,178.0,78.0,254,26,305,0
1,26.0,200.0,104.0,376,52,517,1
1,21.0,169.0,71.0,205,43,435,0
0,23.0,166.0,47.0,429,3,88,0
1,28.0,187.0,88.0,392,37,381,1
0,28.0,163.0,50.0,205,19,262,0
1,22.0,178.0,70.0,205,19,261,0
0,20.0,165.0,51.0,205,3,83,0
0,25.0,160.0,57.0,73,17,251,0
1,28.0,175.0,64.0,141,22,284,1
0,24.0,158.0,50.0,429,3,81,0
1,26.0,194.0,99.0,98,23,296,1
1,19.0,170.0,68.0,254,14,196,0
1,27.0,168.0,60.0,452,27,317,1
0,34.0,170.0,72.0,205,55,567,0
1,27.0,178.0,84.0,143,26,305,1
1,27.0,187.0,79.0,200,6,108,1
0,22.0,161.0,47.0,14,24,299,0
1,26.0,181.0,83.0,99,3,74,1
0,25.0,165.0,73.0,392,25,301,1
0,24.0,162.0,59.0,156,0,5,1
0,19.0,168.0,56.0,122,3,86,1
0,16.0,155.0,50.0,336,15,231,1
1,20.0,169.0,68.0,423,22,278,1
1,27.0,183.0,82.0,105,25,300,1
0,19.0,165.0,58.0,32,3,84,0
1,26.0,164.0,59.0,376,22,287,1
1,49.0,173.0,68.0,156,16,243,1
1,23.0,174.0,89.0,395,0,1,0
0,25.0,165.0,52.0,371,26,312,0
0,19.0,165.0,60.0,371,44,475,0
1,17.0,167.0,64.0,429,22,285,0
0,30.0,162.0,50.0,395,17,255,1
1,28.0,187.0,83.0,436,3,54,0
1,18.0,180.0,78.0,98,44,450,0
1,22.0,168.0,70.0,83,54,529,1
0,24.0,180.0,68.0,271,44,476,0
1,25.0,193.0,100.0,271,53,519,0
1,26.0,162.0,56.0,65,22,285,0
0,21.0,172.0,72.0,420,55,567,0
1,27.0,188.0,81.0,429,10,134,1
1,30.0,196.0,120.0,56,53,519,0
1,27.0,185.0,80.0,156,12,177,0
1,34.0,184.0,75.0,41,8,112,0
1,31.0,173.0,59.0,181,17,249,0
1,39.0,188.0,95.0,200,17,247,1
1,21.0,183.0,78.0,162,44,462,0
1,27.0,182.0,75.0,44,19,261,1
0,29.0,171.0,56.0,365,8,124,0
1,27.0,170.0,54.0,156,40,416,0
0,26.0,177.0,67.0,162,33,348,1
0,22.0,168.0,73.0,310,11,165,1
0,20.0,164.0,56.0,102,12,187,0
0,31.0,172.0,61.0,380,14,219,1
1,29.0,178.0,61.0,162,3,64,0
1,39.0,186.0,84.0,200,11,158,0
1,30.0,180.0,66.0,141,12,173,0
1,32.0,172.0,63.0,162,3,31,0
1,28.0,177.0,78.0,371,55,564,1
1,22.0,178.0,73.0,287,41,425,0
0,18.0,158.0,46.0,122,22,290,0
1,25.0,203.0,93.0,429,52,517,1
1,21.0,180.0,75.0,102,33,341,0
0,22.0,175.0,69.0,11,23,297,0
1,25.0,174.0,67.0,287,31,330,1
1,19.0,186.0,90.0,156,43,436,0
0,23.0,175.0,65.0,429,44,484,1
0,25.0,169.0,57.0,392,3,90,0
1,33.0,175.0,70.0,392,12,178,0
1,21.0,175.0,61.0,429,3,63,1
1,23.0,188.0,82.0,271,24,298,1
1,31.0,175.0,68.0,156,12,177,1
1,26.0,174.0,68.0,143,15,226,0
1,34.0,182.0,97.5,141,3,58,1
1,25.0,189.0,79.0,429,3,59,1
0,19.0,173.0,65.0,24,44,483,1
1,24.0,186.0,71.0,392,14,206,0
1,26.0,188.0,87.0,423,25,300,1
1,21.0,180.0,64.0,27,40,417,1
1,27.0,183.0,73.0,111,4,103,0
0,24.0,170.0,59.0,8,26,313,0
1,21.0,189.0,81.0,134,33,337,0
1,22.0,180.0,73.0,429,3,27,1
1,27.0,188.0,89.0,429,23,296,0
1,24.0,188.0,78.0,278,14,210,1
1,28.0,186.0,98.0,429,3,60,0
1,26.0,180.0,78.0,14,37,396,0
0,19.0,165.0,63.0,287,0,8,0
0,23.0,177.0,70.0,162,11,168,0
0,29.0,165.0,50.0,156,16,239,1
0,34.0,187.0,77.0,429,33,344,1
0,22.0,167.0,63.0,24,36,375,1
0,33.0,172.0,58.0,73,33,350,1
0,26.0,165.0,59.0,310,8,119,0
1,29.0,173.0,58.0,205,40,416,1
1,25.0,178.0,63.0,205,3,47,0
1,26.0,174.0,66.0,395,37,379,0
1,33.0,182.0,78.0,105,11,144,0
1,21.0,195.0,84.0,429,3,74,0
1,25.0,177.0,75.0,185,3,40,0
1,25.0,190.0,79.0,200,52,517,1
0,21.0,168.0,68.0,371,33,345,0
0,23.0,162.0,56.0,376,12,187,1
1,35.0,172.0,63.0,200,16,242,1
0,48.0,152.0,60.0,73,16,238,0
1,21.0,190.0,76.0,310,3,41,1
1,25.0,195.0,80.0,56,44,469,1
1,19.0,152.0,49.0,99,10,133,1
0,26.0,170.0,60.0,271,3,98,0
1,22.0,165.0,64.0,72,10,136,0
0,27.0,168.0,56.0,395,25,301,1
1,34.0,181.0,89.0,157,9,125,1
0,27.0,178.0,65.0,336,12,192,0
1,33.0,178.0,104.0,432,9,127,1
1,22.0,182.0,67.0,27,31,330,1
1,34.0,165.0,60.0,405,1,10,0
0,27.0,170.0,57.0,429,3,87,1
1,28.0,181.0,78.0,84,4,102,1
0,27.0,176.0,63.0,203,3,87,1
1,30.0,168.0,57.0,420,22,279,0
1,22.0,175.0,70.0,287,12,179,0
1,24.0,183.0,90.0,287,28,318,0
0,15.0,161.0,54.0,143,22,291,0
1,32.0,178.0,78.0,376,23,296,0
0,24.0,178.0,72.0,287,23,297,0
1,21.0,180.0,80.0,429,44,462,1
1,31.0,198.0,98.0,156,23,296,1
1,32.0,181.0,65.0,156,40,417,1
1,32.0,186.0,81.0,446,24,298,1
1,26.0,198.0,97.0,327,33,333,0
0,24.0,150.0,48.0,327,22,293,1
0,27.0,175.0,65.0,185,44,473,1
1,26.0,168.0,67.0,73,22,287,0
1,26.0,190.0,85.0,44,24,298,1
1,40.0,170.0,76.0,162,37,388,1
1,19.0,186.0,67.0,27,31,326,0
0,19.0,147.0,42.0,205,22,289,0
0,27.0,186.0,77.0,156,52,518,0
0,25.0,150.0,48.0,380,26,310,0
1,22.0,183.0,80.0,197,3,41,0
0,27.0,168.0,53.0,365,8,122,0
1,22.0,200.0,94.0,429,52,517,0
1,23.0,178.0,76.0,156,55,563,0
1,29.0,184.0,80.0,376,29,323,1
0,27.0,170.0,69.0,156,24,299,1
1,30.0,185.0,80.0,24,10,134,1
1,22.0,179.0,75.0,243,4,102,0
1,33.0,175.0,78.0,310,11,154,1
1,19.0,187.0,77.0,134,44,450,0
1,25.0,185.0,84.0,141,25,300,1
1,18.0,178.0,71.0,271,14,196,1
1,18.0,178.0,125.0,24,1,11,0
1,25.0,184.0,70.0,395,3,41,0
0,24.0,164.0,52.0,336,3,99,1
1,27.0,197.0,88.0,83,23,296,0
1,16.0,176.0,77.0,131,3,31,0
1,18.0,175.0,62.0,357,3,42,0
1,22.0,172.0,72.0,126,37,389,0
1,22.0,184.0,74.0,83,17,245,0
1,20.0,180.0,79.0,200,19,261,1
1,24.0,170.0,66.0,310,31,326,1
1,24.0,200.0,84.0,380,52,517,0
1,21.0,188.0,82.0,185,43,434,0
1,30.0,186.0,80.0,156,12,180,1
0,21.0,162.0,58.0,415,44,480,0
1,34.0,218.0,141.0,376,6,108,1
1,30.0,183.0,77.0,429,22,285,0
1,18.0,179.0,71.0,56,19,261,1
1,28.0,163.0,57.0,429,55,544,0
1,20.0,188.0,75.0,162,3,50,0
1,28.0,183.0,91.0,429,41,420,0
1,32.0,172.0,67.0,363,8,114,1
1,28.0,182.0,73.0,293,24,298,1
1,23.0,163.0,55.0,446,22,282,0
1,25.0,187.0,73.0,429,14,196,0
1,24.0,188.0,76.0,415,52,517,0
1,29.0,172.0,65.0,105,19,261,1
1,22.0,202.0,88.0,143,44,460,1
0,15.0,166.0,61.0,122,44,479,1
1,23.0,185.0,78.0,200,53,519,1
1,27.0,186.0,84.0,185,3,26,0
1,21.0,188.0,87.0,126,17,245,0
1,24.0,158.0,63.0,24,22,285,0
0,27.0,176.0,67.0,200,11,168,0
0,31.0,171.0,64.0,73,12,192,1
1,30.0,175.0,84.0,429,55,554,0
1,26.0,185.0,94.0,156,14,208,1
1,23.0,185.0,72.0,423,44,460,1
1,29.0,177.0,77.0,221,25,300,0
1,20.0,182.0,81.0,24,44,454,1
1,24.0,167.0,70.0,395,41,420,0
0,25.0,170.0,63.0,205,19,262,1
1,26.0,189.0,70.0,156,44,461,1
1,22.0,180.0,56.0,271,16,241,0
0,18.0,175.0,61.0,429,44,485,1
1,23.0,181.0,73.0,73,3,26,0
1,41.0,168.0,72.0,336,37,383,1
0,23.0,162.0,65.0,156,23,297,0
1,25.0,186.0,72.0,271,24,298,1
0,17.0,157.0,45.0,122,22,290,0
1,32.0,192.0,88.0,429,36,371,1
1,28.0,190.0,92.0,432,7,110,1
0,18.0,168.0,73.0,336,54,537,1
0,17.0,164.0,58.0,98,22,290,0
1,24.0,180.0,74.0,99,5,107,1
1,28.0,172.0,68.0,429,17,245,0
1,22.0,175.0,68.0,91,19,261,0
1,23.0,168.0,70.0,65,55,555,0
1,27.0,177.0,60.0,199,36,359,0
1,21.0,191.0,80.0,429,44,461,1
1,26.0,163.0,52.0,65,55,548,1
0,26.0,165.0,75.0,212,54,537,1
1,31.0,175.0,70.0,162,14,204,1
1,38.0,180.0,100.0,162,1,10,0
0,16.0,162.0,50.0,200,44,483,0
0,24.0,171.0,69.0,105,28,321,0
1,27.0,186.0,92.0,102,25,300,1
1,25.0,171.0,67.0,254,29,322,0
0,28.0,167.0,59.0,73,12,187,0
0,25.0,175.0,64.0,166,3,81,0
1,27.0,165.0,65.0,205,12,177,0
1,26.0,178.0,97.0,416,55,553,1
0,29.0,176.0,57.0,197,3,75,0
1,30.0,169.0,60.0,96,3,64,0
1,34.0,171.0,65.0,143,17,244,0
1,30.0,187.0,80.0,336,8,115,0
0,29.0,178.0,75.0,457,3,91,0
1,22.0,194.0,93.0,429,33,333,0
1,26.0,178.0,75.0,376,19,261,1
1,25.0,179.0,60.0,365,40,417,0
1,26.0,194.0,92.0,105,23,296,0
1,28.0,175.0,69.0,174,14,196,0
1,35.0,182.0,73.0,134,12,173,1
1,26.0,192.0,82.0,336,3,59,1
1,26.0,183.0,69.0,156,31,327,0
0,20.0,170.0,55.0,429,3,85,1
0,20.0,171.0,63.0,27,0,7,0
0,19.0,170.0,56.0,73,45,490,1
0,26.0,183.0,73.0,429,53,520,1
1,24.0,177.0,64.0,141,40,417,1
1,30.0,183.0,74.0,73,3,30,1
0,25.0,174.0,63.0,336,3,79,0
0,24.0,164.0,56.0,380,24,299,0
1,29.0,187.0,88.0,376,37,397,1
1,24.0,166.0,51.0,34,36,368,0
0,23.0,170.0,62.0,429,3,87,1
1,14.0,166.0,50.0,395,33,336,0
0,21.0,193.0,68.0,83,52,518,1
1,25.0,185.0,82.0,271,5,107,0
0,27.0,159.0,52.0,162,22,293,0
0,23.0,161.0,59.0,200,0,9,1
1,30.0,178.0,82.0,73,25,300,1
1,21.0,186.0,94.0,446,25,300,0
1,30.0,171.0,68.0,230,12,178,0
1,28.0,200.0,95.0,156,44,461,1
1,21.0,188.0,89.0,429,44,460,1
1,24.0,185.0,80.0,185,19,261,1
1,29.0,175.0,73.0,336,3,43,0
1,22.0,183.0,79.0,185,19,261,0
1,34.0,187.0,93.0,102,25,300,1
0,27.0,168.0,65.0,271,43,442,1
0,25.0,170.0,59.0,73,8,118,0
1,25.0,173.0,76.0,380,0,0,0
0,22.0,180.0,71.0,56,19,262,1
1,31.0,180.0,74.0,278,14,205,0
1,22.0,169.0,70.0,205,43,435,0
1,24.0,177.0,69.0,195,14,196,0
1,24.0,173.0,67.0,12,3,20,0
0,22.0,181.0,80.0,327,33,345,1
1,27.0,178.0,73.0,91,17,248,0
0,18.0,164.0,58.0,185,22,295,0
1,31.0,163.0,62.0,65,22,285,1
0,19.0,173.0,67.0,73,28,321,0
0,18.0,173.0,61.0,122,44,479,1
1,24.0,186.0,77.0,429,3,74,1
0,23.0,154.0,48.0,212,38,411,0
0,22.0,170.0,58.0,380,53,520,1
0,32.0,155.0,48.0,73,3,97,0
0,22.0,173.0,57.0,175,44,475,0
0,18.0,164.0,57.0,405,44,475,0
0,30.0,182.0,99.0,429,42,432,1
1,26.0,150.0,52.0,439,54,524,0
1,24.0,158.0,55.0,20,55,546,1
1,24.0,154.0,54.0,99,22,282,0
1,23.0,157.0,54.0,205,55,552,1
1,18.0,179.0,82.0,156,11,157,1
0,22.0,185.0,75.0,429,44,480,1
0,25.0,164.0,54.0,24,11,165,0
1,32.0,189.0,100.0,363,9,127,0
0,29.0,162.0,58.0,271,24,299,1
1,23.0,179.0,73.0,310,12,176,0
1,32.0,184.0,66.0,446,16,238,1
0,15.0,183.0,73.0,429,44,488,1
1,28.0,176.0,82.0,446,37,397,1
0,20.0,155.0,56.0,73,22,292,0
1,27.0,185.0,92.0,212,25,300,0
1,27.0,180.0,74.0,392,43,435,1
0,21.0,165.0,58.0,371,1,13,1
0,30.0,173.0,64.0,162,3,87,1
1,25.0,178.0,83.0,73,33,333,1
0,27.0,170.0,59.0,429,25,301,1
1,23.0,193.0,112.0,122,3,58,1
0,26.0,167.0,60.0,336,39,415,0
1,24.0,181.0,65.0,4,3,50,0
0,25.0,167.0,60.0,380,24,299,0
0,16.0,160.0,49.0,205,44,479,0
1,26.0,182.0,81.0,200,17,245,0
1,22.0,169.0,66.0,371,26,304,1
0,14.0,165.0,59.0,429,1,13,1
1,31.0,184.0,87.0,156,25,300,0
0,27.0,180.0,68.0,429,52,518,1
1,21.0,186.0,75.0,429,3,31,1
0,20.0,175.0,62.0,446,17,251,1
1,29.0,180.0,79.5,141,25,300,0
1,23.0,171.0,63.0,65,22,284,0
1,32.0,196.0,100.0,41,11,156,1
1,22.0,177.0,83.0,141,43,433,0
0,23.0,162.0,60.0,143,12,188,0
1,22.0,190.0,90.0,376,53,519,1
0,34.0,178.0,72.0,371,23,297,1
1,24.0,174.0,65.0,162,3,31,1
0,27.0,162.0,62.0,83,46,496,1
0,28.0,167.0,60.0,376,3,89,1
1,31.0,172.0,66.0,145,11,147,0
1,29.0,160.0,51.0,327,33,334,1
0,25.0,166.0,58.0,197,16,243,0
1,23.0,183.0,74.0,373,46,492,1
1,27.0,176.0,82.0,371,5,107,1
1,23.0,181.0,76.0,376,19,261,1
1,31.0,180.0,80.0,143,33,336,1
1,27.0,180.0,68.0,310,36,367,0
1,24.0,182.0,90.0,27,0,1,0
1,34.0,181.0,75.0,14,33,341,0
1,24.0,173.0,70.0,446,3,40,1
1,27.0,188.0,72.0,143,3,34,0
1,27.0,175.0,70.0,73,11,154,0
0,26.0,165.0,57.0,44,26,315,0
1,26.0,176.0,85.0,185,3,60,0
1,19.0,178.0,72.0,212,12,171,0
1,26.0,178.0,80.0,143,33,339,0
1,32.0,181.0,78.0,24,16,240,0
1,22.0,176.0,74.0,166,15,225,0
1,27.0,175.0,78.0,4,19,261,0
0,21.0,172.0,68.0,395,0,5,0
0,31.0,168.0,61.0,429,12,181,0
1,22.0,194.0,89.0,423,44,462,1
